RelationshipId,Citizen1,Citizen2,StrengthScore,TrustScore,Title,Description,Notes,Tier,Status,CreatedAt,UpdatedAt,LastInteraction,QualifiedAt
,NLR,VenicePhotographer,0,55,,,"activity_encounter_initiated_opener_success_venicephotographer_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_venicephotographer_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_venicephotographer_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_venicephotographer_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_venicephotographer_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_venicephotographer_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_venicephotographer_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_venicephotographer_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,8/6/2025 9:09am,9/6/2025 1:41pm,9/6/2025 1:41pm,
,BankingWizard99,SilkRoadRunner,0,55,,,"activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_silkroadrunner_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_silkroadrunner_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_silkroadrunner_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,8/6/2025 8:35am,9/6/2025 1:29pm,9/6/2025 1:29pm,
,QuantumLeap,SilkRoadRunner,0,55,,,"activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_silkroadrunner_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_silkroadrunner_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,6/6/2025 11:28pm,9/6/2025 1:27pm,9/6/2025 1:26pm,
,BankingWizard99,ItalyMerchant,0,55,,,"activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_italymerchant_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_italymerchant_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_italymerchant_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_italymerchant_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_italymerchant_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_italymerchant_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_italymerchant_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_italymerchant_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,8/6/2025 9:58am,9/6/2025 1:20pm,9/6/2025 1:20pm,
,BarbarigoCadet,NLR,0,55,,,"activity_encounter_initiated_opener_success_barbarigocadet_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_barbarigocadet_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_barbarigocadet_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_barbarigocadet_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_barbarigocadet_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_barbarigocadet_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_barbarigocadet_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_barbarigocadet_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,8/6/2025 9:15am,9/6/2025 1:20pm,9/6/2025 1:20pm,
,BarbarigoCadet,QuantumLeap,0,55,,,"activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_barbarigocadet_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_barbarigocadet_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_barbarigocadet_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_barbarigocadet_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_barbarigocadet_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_barbarigocadet_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_barbarigocadet_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_barbarigocadet_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,6/6/2025 11:25pm,9/6/2025 1:18pm,9/6/2025 1:18pm,
,ItalyMerchant,NLR,0,55,,,"activity_encounter_initiated_opener_success_nlr_opened_conversation_with_italymerchant_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_italymerchant_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_italymerchant_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_italymerchant_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_italymerchant_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_italymerchant_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_italymerchant_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_italymerchant_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,8/6/2025 9:13am,9/6/2025 1:03pm,9/6/2025 1:03pm,
,NLR,QuantumLeap,0,55,,,"activity_encounter_initiated_opener_success_nlr_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_quantumleap_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_quantumleap_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,8/6/2025 8:12am,9/6/2025 1:01pm,9/6/2025 1:01pm,
,BankingWizard99,NLR,0,55,,,"activity_encounter_initiated_opener_success_nlr_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_bankingwizard99_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_bankingwizard99_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,8/6/2025 8:42am,9/6/2025 12:58pm,9/6/2025 12:58pm,
,dalmatian_trader,gondola_assistant,0,54,,,"activity_fetch_pickup_success, activity_encounter_initiated_opener_success_dalmatian_trader_opened_conversation_with_gondola_assistant_at_{""lat"":_45.425689314247236,_""lng"":_12.359963687793282}., activity_encounter_initiated_opener_success_dalmatian_trader_opened_conversation_with_gondola_assistant_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,6/6/2025 9:23pm,7/6/2025 12:50am,7/6/2025 12:50am,
,BarbarigoCadet,TopGlassmaker,0,54,,,"activity_encounter_initiated_opener_success_barbarigocadet_opened_conversation_with_topglassmaker_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_barbarigocadet_opened_conversation_with_topglassmaker_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_barbarigocadet_opened_conversation_with_topglassmaker_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_topglassmaker_opened_conversation_with_barbarigocadet_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_topglassmaker_opened_conversation_with_barbarigocadet_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_topglassmaker_opened_conversation_with_barbarigocadet_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_church_attendance_success_prayed_at_building-45.438070-12.321188",,Active,6/6/2025 11:01pm,27/6/2025 3:33pm,27/6/2025 3:33pm,
,SilentObserver,steven,0,54,,,"activity_encounter_initiated_opener_success_steven_opened_conversation_with_silentobserver_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_silentobserver_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_silentobserver_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_silentobserver_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_silentobserver_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_silentobserver_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_silentobserver_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 2:52am,12/6/2025 9:19pm,12/6/2025 9:19pm,
,steven,trader4life,0,54,,,"activity_encounter_initiated_opener_success_trader4life_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_trader4life_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_steven_opened_conversation_with_trader4life_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_steven_opened_conversation_with_trader4life_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_trader4life_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_trader4life_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_trader4life_opened_conversation_with_steven_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 2:00am,12/6/2025 5:12pm,12/6/2025 5:12pm,
,ProSilkTrader,tavern_tales,0,54,,,"activity_artist_payment_received_success_play_the_weight_of_a_ducat, activity_encounter_initiated_opener_success_tavern_tales_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_tavern_tales_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_tavern_tales_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_tavern_tales_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_tavern_tales_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_prosilktrader_opened_conversation_with_tavern_tales_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 2:26am,12/6/2025 12:44am,12/6/2025 12:44am,
,ProSilkTrader,apulian_mariner,0,54,,,"activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_prosilktrader_opened_conversation_with_apulian_mariner_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_prosilktrader_opened_conversation_with_apulian_mariner_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 8:22pm,12/6/2025 12:41am,12/6/2025 12:41am,
,Italia,rialto_diarist,0,54,,,"activity_encounter_initiated_opener_success_rialto_diarist_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_italia_opened_conversation_with_rialto_diarist_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_rialto_diarist_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_italia_opened_conversation_with_rialto_diarist_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_rialto_diarist_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_italia_opened_conversation_with_rialto_diarist_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_italia_opened_conversation_with_rialto_diarist_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 11:44pm,12/6/2025 12:19am,12/6/2025 12:19am,
,StarGazer2000,UrbanExplorer,0,54,,,"activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_urbanexplorer_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 8:23pm,11/6/2025 11:56pm,11/6/2025 11:56pm,
,Lucid,aegean_mariner,0,54,,," activity_encounter_initiated_opener_success_lucid_opened_conversation_with_aegean_mariner_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_lucid_opened_conversation_with_aegean_mariner_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_lucid_opened_conversation_with_aegean_mariner_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_aegean_mariner_opened_conversation_with_lucid_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_encounter_initiated_opener_success_lucid_opened_conversation_with_aegean_mariner_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,10/6/2025 4:16pm,11/6/2025 10:24pm,11/6/2025 10:24pm,
,MATTEOtheTrader,cosmic_wanderer,0,54,,,"activity_encounter_initiated_opener_success_cosmic_wanderer_opened_conversation_with_matteothetrader_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_matteothetrader_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_matteothetrader_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_cosmic_wanderer_opened_conversation_with_matteothetrader_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_matteothetrader_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_matteothetrader_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_cosmic_wanderer_opened_conversation_with_matteothetrader_at_{""lat"":_45.42973,_""lng"":_12.331747}.",,Active,8/6/2025 8:15am,10/6/2025 10:51pm,10/6/2025 10:51pm,
,albanian_mariner,cosmic_wanderer,0,54,,,"activity_encounter_initiated_opener_success_cosmic_wanderer_opened_conversation_with_albanian_mariner_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_albanian_mariner_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_albanian_mariner_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_albanian_mariner_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_albanian_mariner_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_albanian_mariner_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}., activity_encounter_initiated_opener_success_albanian_mariner_opened_conversation_with_cosmic_wanderer_at_{""lat"":_45.441402549290245,_""lng"":_12.343863308907828}.",,Active,8/6/2025 8:10am,9/6/2025 3:12pm,9/6/2025 3:12pm,
,ionian_sailor,rialto_sailor1,0,54,,,"activity_encounter_initiated_opener_success_rialto_sailor1_opened_conversation_with_ionian_sailor_at_{""lat"":_45.4408725,_""lng"":_12.3303685}., activity_encounter_initiated_opener_success_rialto_sailor1_opened_conversation_with_ionian_sailor_at_{""lat"":_45.4408725,_""lng"":_12.3303685}., activity_encounter_initiated_opener_success_rialto_sailor1_opened_conversation_with_ionian_sailor_at_{""lat"":_45.4408725,_""lng"":_12.3303685}., activity_encounter_initiated_opener_success_rialto_sailor1_opened_conversation_with_ionian_sailor_at_{""lat"":_45.4408725,_""lng"":_12.3303685}., activity_encounter_initiated_opener_success_ionian_sailor_opened_conversation_with_rialto_sailor1_at_{""lat"":_45.4408725,_""lng"":_12.3303685}., activity_encounter_initiated_opener_success_rialto_sailor1_opened_conversation_with_ionian_sailor_at_{""lat"":_45.4408725,_""lng"":_12.3303685}., activity_encounter_initiated_opener_success_rialto_sailor1_opened_conversation_with_ionian_sailor_at_{""lat"":_45.4408725,_""lng"":_12.3303685}.",,Active,8/6/2025 8:27am,9/6/2025 2:47pm,9/6/2025 2:47pm,
,istrian_sailor,rialto_sailor1,0,54,,,"activity_encounter_initiated_opener_success_istrian_sailor_opened_conversation_with_rialto_sailor1_at_{""lat"":_45.4408725,_""lng"":_12.3303685}., activity_encounter_initiated_opener_success_istrian_sailor_opened_conversation_with_rialto_sailor1_at_{""lat"":_45.4408725,_""lng"":_12.3303685}., activity_encounter_initiated_opener_success_istrian_sailor_opened_conversation_with_rialto_sailor1_at_{""lat"":_45.4408725,_""lng"":_12.3303685}., activity_encounter_initiated_opener_success_istrian_sailor_opened_conversation_with_rialto_sailor1_at_{""lat"":_45.4408725,_""lng"":_12.3303685}., activity_encounter_initiated_opener_success_istrian_sailor_opened_conversation_with_rialto_sailor1_at_{""lat"":_45.4408725,_""lng"":_12.3303685}., activity_encounter_initiated_opener_success_rialto_sailor1_opened_conversation_with_istrian_sailor_at_{""lat"":_45.4408725,_""lng"":_12.3303685}., activity_encounter_initiated_opener_success_istrian_sailor_opened_conversation_with_rialto_sailor1_at_{""lat"":_45.4408725,_""lng"":_12.3303685}.",,Active,8/6/2025 8:34am,9/6/2025 2:04pm,9/6/2025 2:04pm,
,gondola_assistant,meyti_tgz2,0,54,,,"activity_encounter_initiated_opener_success_meyti_tgz2_opened_conversation_with_gondola_assistant_at_{""lat"":_45.442971,_""lng"":_12.326653}., activity_encounter_initiated_opener_success_meyti_tgz2_opened_conversation_with_gondola_assistant_at_{""lat"":_45.442971,_""lng"":_12.326653}., activity_encounter_initiated_opener_success_gondola_assistant_opened_conversation_with_meyti_tgz2_at_{""lat"":_45.442971,_""lng"":_12.326653}., activity_encounter_initiated_opener_success_gondola_assistant_opened_conversation_with_meyti_tgz2_at_{""lat"":_45.442971,_""lng"":_12.326653}., activity_encounter_initiated_opener_success_meyti_tgz2_opened_conversation_with_gondola_assistant_at_{""lat"":_45.442971,_""lng"":_12.326653}., activity_encounter_initiated_opener_success_gondola_assistant_opened_conversation_with_meyti_tgz2_at_{""lat"":_45.442971,_""lng"":_12.326653}., activity_encounter_initiated_opener_success_meyti_tgz2_opened_conversation_with_gondola_assistant_at_{""lat"":_45.442971,_""lng"":_12.326653}.",,Active,8/6/2025 8:09am,9/6/2025 1:56pm,9/6/2025 1:56pm,
,NLR,TechnoMedici,0,54,,,"activity_encounter_initiated_opener_success_technomedici_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_technomedici_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_technomedici_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_technomedici_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_technomedici_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_technomedici_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_technomedici_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,8/6/2025 9:33am,9/6/2025 12:42pm,9/6/2025 12:42pm,
